epoch,lambda_a,loss_rec,loss_ssim,loss_edge,loss_adv_g,loss_g,loss_d,val_psnr,val_bdice
18,0.01,0.0415548077023105,0.0816883373237385,0.2143165744532923,0.4691871916229435,0.4801583162026249,0.0264821741915502,25.495622248876664,0.7108451846454825
19,0.01,0.0412999754080462,0.0814661369149158,0.2027084352924441,0.473523379294451,0.4732539744870941,0.0214020041307721,25.719924188795545,0.7138776323270231
20,0.01,0.0411376209573824,0.0809774662213912,0.2053207479997418,0.4741502242874345,0.4724493624592639,0.0215021600850337,25.538532552264986,0.7171228900551796
21,0.01,0.0408556878061425,0.0807841661490427,0.192094876066104,0.4825106266763632,0.464864895844474,0.0156357445807361,25.95466593333653,0.7119434424454257
22,0.01,0.0410187985020669,0.0804022260943831,0.1918404474763829,0.4816117640887783,0.4633640440638628,0.0170177337405152,25.900240182876587,0.7050156861188865
23,0.01,0.0407785733599768,0.0801935083960203,0.1824642820714309,0.4784568004432494,0.4575693153225592,0.0193217353370729,25.79580891700018,0.7127043760958172
24,0.01,0.0416731806324654,0.0818284653986004,0.1907899709567971,0.4822148781965448,0.469204177721936,0.0157044274732682,25.590350775491626,0.7069393133833295
25,0.01,0.0413977017392769,0.0812839274917822,0.1791397201808264,0.4832820353877715,0.4609360919309068,0.0146681357253996,25.950367961611068,0.7069369620155721
26,0.01,0.0407007884839209,0.0799271112745242,0.1717683538033144,0.4790644421611251,0.4510840551062077,0.0178358370386241,26.04672537531172,0.7023406555610043
27,0.01,0.0409676172258445,0.0800941635677794,0.1676451983406161,0.4713771350584344,0.4498806417786002,0.0243129506810577,25.96197409856887,0.704128152380387
28,0.01,0.0404368427813216,0.0795941339622176,0.1632302568051646,0.4687986758111584,0.4451164928176542,0.0246720147221629,26.060871022088183,0.7057495182823568
29,0.01,0.0403664654070951,0.079290565217725,0.1628786609247508,0.4952441143402218,0.443920496796822,0.0041075361666831,26.02739694004967,0.7175229713320732
30,0.02,0.040435933212267,0.0793155585234382,0.1606248527529611,0.4856374738511341,0.4477233443853339,0.0125732972333767,25.38026179586138,0.7133418504326117
31,0.02,0.0402452215504744,0.0792569704263169,0.1531380033369772,0.4707908882802565,0.4432579212597687,0.0239197742748397,24.83012880597796,0.7157327275545824
32,0.02,0.040155508245031,0.0790171752278205,0.1525494680533734,0.4929719145847099,0.4423583807319475,0.0059335299561419,26.11661051568531,0.7189203349962121
33,0.02,0.0403593991692755,0.0785067049059065,0.1490535832705869,0.4622838825271793,0.4381586896967134,0.0312178852344628,26.125499066852388,0.7175907077533858
34,0.02,0.0399674615004709,0.0784100378385389,0.1483748030379741,0.4757672091390837,0.4373103585048893,0.0183589887968717,25.71106059210641,0.7183107691151756
35,0.02,0.0399297169871954,0.077921117890463,0.1465307300470751,0.4879183250394708,0.43463791811662,0.0112740604700374,26.189359835215978,0.717111100220964
36,0.02,0.0398040654187582,0.0775644688542995,0.1490413769490454,0.4632964990642194,0.4338485590044019,0.0286475768694631,26.056778351465866,0.6909718236752919
37,0.02,0.0398390345001217,0.0768408946865158,0.1465262226361572,0.4855123000817686,0.4301759704603041,0.0120135627435523,26.34830796150934,0.710884855084476
38,0.02,0.0396201372069562,0.0765460681888544,0.1385002708710603,0.48942213915651,0.4248429874814775,0.0091691123629119,25.936990806034636,0.7160108901915097
39,0.02,0.0394795581623639,0.0762008094827026,0.1367560312142844,0.4896704036019597,0.4224542194655631,0.0097387867328657,26.264657531465804,0.7117890456602687
40,0.02,0.039330082837891,0.0754260509762088,0.1422907936040067,0.4916475624766047,0.4220126352098446,0.0073047944800186,26.340287446975708,0.7158251062390351
41,0.02,0.0391625105131444,0.0755144088923333,0.1327171593931687,0.4839076273907497,0.4172568790107023,0.0140592220286148,26.12058317093622,0.7214136127205122
42,0.02,0.039122826860506,0.075257935469467,0.1334249584996787,0.4819284046290855,0.4165056156325369,0.0151829432176413,26.333815086455573,0.7139765237058912
43,0.02,0.0391922584143433,0.0753669012893091,0.1308278245647458,0.4844556796679459,0.4157628897495948,0.0126041805926739,26.46656518890744,0.7216750101319381
44,0.02,0.038992784514008,0.0744716881235059,0.1271396384884913,0.4962327649684876,0.4103740111102152,0.0035038501270814,26.23429216657366,0.7187306639694032
45,0.02,0.0390123316877659,0.074560014893575,0.1250175039517328,0.4894897182021118,0.4095509366886894,0.00930526572409,26.33946250733875,0.709100731604156
46,0.02,0.0387863108419208,0.0739540553656282,0.1264423746932887,0.483589562628936,0.4074955117093385,0.0140728372525678,26.318095661344984,0.7186214370386941
47,0.02,0.0387377744470326,0.0740073169581592,0.121705521079383,0.4745520033393227,0.4051108415399445,0.0201062859201941,26.38435024306888,0.7179561581994806
48,0.02,0.0386064549445779,0.0740524616801698,0.1231313007781757,0.4790143290151663,0.4059622370232341,0.0175135101306344,26.400910207203456,0.7156770536232562
49,0.02,0.0385316671291479,0.0731849471342788,0.1176115069311755,0.4870693982667187,0.3998185969490349,0.010394399806994,25.905681576047623,0.7229932633539041
50,0.02,0.0386653615551527,0.0732712505856605,0.1202135189751349,0.4911246768917227,0.4016796149077786,0.0073281103799132,26.509357543218705,0.7174796132104737
51,0.02,0.038474083299139,0.0727543888631709,0.1164617956074412,0.4822163258185225,0.3973668629435002,0.0148197545078973,26.58697224798657,0.7207240703560057
52,0.02,0.0383707151290509,0.0724347372462297,0.1134403190935832,0.4892954357045446,0.3946157329582095,0.0093537988571363,26.59574908301944,0.7151621901208446
53,0.02,0.0382192710011182,0.0719841864954798,0.113311502742615,0.482616325288585,0.3924640945981454,0.0144765455312029,26.54260359491621,0.7156239398533389
54,0.02,0.0381742604314791,0.071672888396199,0.1123942181313922,0.4814557217247331,0.390692037895068,0.014497221171218,26.64874555951073,0.7171210105575266
55,0.02,0.0379957637484491,0.0712562194552925,0.1129784601176307,0.4904962924760573,0.3893197970940684,0.0080499690369448,26.249592440468923,0.7147412422512259
56,0.02,0.0379747738982403,0.0710327943368903,0.1109289474459025,0.4958771854036299,0.3874879679268729,0.0037414826093855,26.55737428438096,0.7139528069112983
57,0.02,0.037882925152842,0.0710601022414899,0.1077154089227645,0.4972592597677759,0.3859262243003886,0.0025815262073185,26.6335536525363,0.716633064228864
58,0.02,0.0380680296023958,0.0714085067343646,0.1089767062914197,0.4997171803475006,0.3881847522246431,0.0005979018371624,26.39712119102478,0.7199867593035811
59,0.02,0.0378690200773976,0.0709056869418861,0.1071084690191885,0.476579350496103,0.3845775886790015,0.0210718235577007,26.65209371703012,0.7174054577591873
60,0.02,0.0379121386040446,0.0707270246295942,0.1071568743037989,0.4906027113470428,0.3842107281270108,0.0068568411478672,26.65091557729812,0.7168285619644892
61,0.02,0.0376478553389328,0.0702805755520579,0.1044589408430884,0.4883715563664471,0.3807670597775574,0.0094811784600543,26.440364883059548,0.7161495834589005
62,0.02,0.0378964853783448,0.0707190190419246,0.1043259879333984,0.4876667099422492,0.3826888897105,0.0099250438168232,26.6415202049982,0.718210847072658
63,0.02,0.0376538378039234,0.0703980429352934,0.1035557210699195,0.4996258704549204,0.3810163871033928,0.0005446607104131,26.77970471836272,0.7164811454713345
64,0.02,0.0375646379314036,0.0701218294212028,0.1019684292847367,0.4886680474321283,0.3788095308680749,0.0101496336430097,26.77043057623364,0.7210585631075359
65,0.02,0.0375385551856164,0.0701125643681734,0.101032789995998,0.4937684789522032,0.3783805761350332,0.0052410866336002,26.83460789635068,0.7221001961401531
66,0.02,0.0375797994459759,0.0699686062371544,0.1010403458455038,0.4652484835855155,0.3772793653944548,0.0283692031853494,26.789536271776477,0.715430179522151
67,0.02,0.0374950703376237,0.0696487971456889,0.0989007879039522,0.4969629148868821,0.3754799109396418,0.0024564266758054,26.744327647345408,0.719620191093002
68,0.02,0.0374894211501553,0.0697023784498165,0.0977830473387981,0.4822727213064186,0.3748359121926074,0.0138509431774049,26.627686443782988,0.7204952960213026
69,0.02,0.0374128190832271,0.0692002345799919,0.098421518430295,0.4980047062728236,0.3733846104348083,0.0015372075687677,26.88765381631397,0.7121854855545929
70,0.02,0.0379551211338028,0.0710323151719921,0.0975440305378967,0.4996261343976297,0.3808489194062794,0.0005064311061224,26.17646460306077,0.7222388700715133
71,0.02,0.0376436699073027,0.0699432335211612,0.0968702758216002,0.4951962897216407,0.3757556678949336,0.0052030859018588,26.805323464529856,0.7227303609251976
72,0.02,0.0372851504774315,0.0693296409889584,0.0937423129631727,0.4777427912154971,0.3710297274419136,0.0181051815929794,26.8557570094154,0.7266420097578139
73,0.02,0.0373004296049022,0.06917063717293,0.0967388339386006,0.4918806545046632,0.3721900077088035,0.006930902528113,26.900169202259608,0.7172867923620201
74,0.02,0.0372845982484646,0.0689135512859399,0.0937430927951405,0.4856634085857447,0.3695236183068468,0.0107997345156638,26.81206590788705,0.7206334649097352
75,0.02,0.0372711033616985,0.0693257839482395,0.0924815773791712,0.4793359867281251,0.370401746509574,0.0161944022322149,26.779515107472736,0.7223279492131301
76,0.02,0.0371345555627324,0.068952943423849,0.090930091529867,0.4889023963938673,0.3681894230436525,0.0095213787446301,26.87631554830642,0.7282601428173837
77,0.02,0.0371078213398093,0.0687194920672951,0.0915089998430506,0.4995306657033535,0.3677309029565675,0.0005385304389817,26.828553256534395,0.7206782414799645
78,0.02,0.0370330451568475,0.0685294319591156,0.0913733930945614,0.4997438314549824,0.366832345941641,0.000436264280362,26.80601409503392,0.7163943167598474
79,0.02,0.0371725280359024,0.0688569041998907,0.0896420667260667,0.486571875174242,0.367152615874063,0.0123962620606492,26.8453319867452,0.7205883026832626
80,0.02,0.0371547558338102,0.0688930922482443,0.0888993537638091,0.4991880178161491,0.3671605617913741,0.0007873588572719,26.897608280181885,0.7214394497374693
81,0.02,0.0369697633706975,0.0681162590111114,0.0889861768523997,0.4996196521024634,0.3639202802793242,0.0004627254871469,26.9682906582242,0.7217742096455324
82,0.02,0.0370343883154764,0.06856188949406,0.0859420954084381,0.4790472642013264,0.3638339395705076,0.0171783625910636,26.895379066467285,0.7240830736146087
83,0.02,0.0370165904566935,0.0682464993525967,0.0863646443235323,0.4867746352406168,0.3629204030092035,0.0101399217908962,26.91662699835641,0.7172054139276346
84,0.02,0.0369017587016153,0.0679080749968397,0.0868342519350295,0.498673514520507,0.3619246550375672,0.0013895598689854,26.93038739476885,0.720652261305423
85,0.02,0.0368947338090797,0.068005202990705,0.0851884136869234,0.4956061793089031,0.3614218748036382,0.0039386575494165,26.92004830496652,0.7174416649199667
86,0.02,0.0371389241941236,0.0685000263416228,0.085472561169751,0.4849855130098742,0.3635750198578167,0.0115557030745336,26.848060187839327,0.7252676602275598
87,0.02,0.036935801665387,0.0682702180606578,0.0836676751782351,0.4989734779127903,0.3618299798845084,0.0010129475454017,26.907816103526525,0.7202194808494478
88,0.02,0.0367675367538837,0.0679160317472905,0.0853526100443807,0.4996041732040345,0.3611000519780637,0.0004568791320968,26.88223017965044,0.7203778065741062
89,0.02,0.0367367525172585,0.0678712733604304,0.0829575614700062,0.4925374291211801,0.3595513757001019,0.0070481081552858,26.76148273831322,0.721417902658383
90,0.02,0.0368378959072713,0.0677323634073437,0.0871912113316085,0.4916407465852611,0.3611957698861033,0.0075083717101844,26.93365807760329,0.7126702054270676
91,0.02,0.0367549038412833,0.0676180164226605,0.0813750534424889,0.4996611247895118,0.3579077170096755,0.0003681658888376,26.81271583693368,0.723890627601317
92,0.02,0.0367176396593252,0.0677697026655712,0.0816219843869661,0.4998539229741642,0.3586045194535069,0.0003235203205686,27.02095279239473,0.7211936243942806
93,0.02,0.0367515699330653,0.067692632944416,0.0789240077137947,0.4731529357813643,0.3564471629903699,0.0210571414429462,26.90212217966716,0.7221817924153238
94,0.02,0.0366605149940055,0.0673298279379795,0.0813574623996323,0.4888291649187296,0.356435140064598,0.0084756639454982,26.798192285356063,0.7260396131092594
95,0.02,0.0366798676437088,0.0673158004661283,0.0791148970361318,0.4961797873287885,0.3554241129190382,0.0029069075762293,26.685208979107085,0.7192073824505011
96,0.02,0.0367044744052337,0.0677023796651313,0.0778346107932772,0.4913378964612201,0.3562580568584502,0.0072394720286345,27.031551917394,0.7195347682351158
97,0.02,0.0366198138521934,0.0674142148232409,0.0780068585023719,0.4880869211073865,0.3550418400887735,0.0094560918594103,26.947973478408088,0.7205448021136579
98,0.02,0.0366426938680202,0.0671236221248016,0.0780375992172282,0.4910434109052312,0.3539768496478416,0.0072024619123351,26.976083153770084,0.7226224827269713
99,0.02,0.0368835490838218,0.0679655027425102,0.0785633132333012,0.4877769143078159,0.3577827544397971,0.0100290590173837,26.896751471928187,0.7129337571206547
100,0.02,0.0365610751923889,0.0670953588662193,0.0770994293347109,0.4972949584905248,0.3534381245138291,0.0022355999829341,26.870226973579044,0.7153019594649473
101,0.02,0.036626733816851956,0.06732737617465212,0.07730646000001262,0.4930305928535705,0.354450079601104,0.005925132979266332,26.921200445720128,0.7219898496710119
102,0.02,0.03670131958060311,0.06759596234096844,0.0758264557007528,0.4714051663604794,0.3544264990845446,0.022120991141230565,26.87959867432004,0.7224287867900872
103,0.02,0.036554164750560426,0.06719694883560358,0.07654802135470574,0.49229304018654746,0.3534618317808983,0.006402852815363674,26.920732679821196,0.7256382003071762
104,0.02,0.03648719968106552,0.06723466573777062,0.07465562908264407,0.48734162876525794,0.3525005097426202,0.009956173690468178,26.904140767597017,0.7214921512419269
105,0.02,0.03652521934577801,0.06716046726371902,0.07508276336103532,0.49898052364225226,0.35268808077395397,0.0008787686874578881,26.952592634019396,0.7209879184762636
106,0.02,0.036572375260021564,0.0670112780943386,0.07427653327013237,0.49245512280205306,0.3516048557983843,0.006095190634891159,27.037392797924223,0.7223704856421266
107,0.02,0.03646654139755525,0.06700459800982381,0.07367820958912807,0.4985308036969526,0.35129465457332976,0.0012206510936534328,27.055373032887776,0.7202486825131235
108,0.02,0.03646837095696017,0.06669853858642932,0.07427862106874548,0.49565115905539053,0.35031485834913534,0.004639463373284261,26.942872047424316,0.7192570907729012
109,0.02,0.03649327609860259,0.0669991431436037,0.07210409229535183,0.4878109512239391,0.35029811297890046,0.010191324382408653,26.992624736967542,0.7213738757584777
110,0.02,0.03644035632978137,0.06688865751352098,0.07211001513077177,0.48851154913129896,0.3498202241286454,0.00940823204767731,27.053620508738927,0.7196319850072974
111,0.02,0.03645068777661653,0.0669993441500939,0.07154597237098899,0.4988713407222807,0.3501984767452644,0.0009343707420102121,26.94391794431777,0.7232104114123753
112,0.02,0.0364685079520183,0.06680676561651112,0.07216278238589094,0.492091202541932,0.3496187854367886,0.006193440870307963,26.992158549172537,0.722014750930525
113,0.02,0.036459548829390766,0.0669098210078041,0.07016335220876038,0.4944741338799615,0.34906999121472204,0.004471861573615691,26.91514277458191,0.7278192657090369
114,0.02,0.036402483900143355,0.06671387433706627,0.07164704692470694,0.4997661826891911,0.34907682669641327,0.0003691780278457067,27.028539271581742,0.7233661775078092
115,0.02,0.036369255653281134,0.06679161865073834,0.06828696821836659,0.4997711373796718,0.3476746367639579,0.0003787102734146316,26.90852157274882,0.7255524237241063
116,0.02,0.03636892097197709,0.06666927526981418,0.07181365071476375,0.49990305141375885,0.34895090895666403,0.00030064510748469003,27.013135989507038,0.7223112221275058
117,0.02,0.03644955279124298,0.0668605077794216,0.0689110690161332,0.47589310053462636,0.3478649812512589,0.019964076924818136,26.92914526803153,0.7223444377027807
118,0.02,0.036308889060877175,0.06656957611978652,0.06879348987872076,0.49662904813998987,0.3469165187066199,0.002615356241146651,26.967507589431037,0.721893964246625
119,0.02,0.0427738953882561,0.07493424512459522,0.07268349735243042,0.49964240211494937,0.388845472521808,0.0005087527824533053,26.118105638594855,0.7253849857619831
120,0.02,0.03691947365002911,0.06760604109347701,0.06823834193838701,0.4912400013192754,0.35128760858101277,0.007037039365136623,26.885248150144303,0.7271558117298853
121,0.02,0.03632742595358088,0.06674968365833635,0.0668421405981637,0.49953759474330867,0.3467379826916395,0.0004735373701015657,26.96353430975051,0.725441320666245
122,0.02,0.03634701165372909,0.06632972038758878,0.06625502618197397,0.492755169414863,0.34464850866772834,0.006630138145793196,26.977026564734324,0.7216042205691338
123,0.02,0.03632134011858245,0.06653383390189413,0.06742435144011266,0.4974120547677732,0.346117092600124,0.0023022699123698117,26.98431398755028,0.7237277407021749
124,0.02,0.03624163332243434,0.06632815206416603,0.06541287036580906,0.499827457134161,0.3442572254025878,0.0002958639167275262,26.962083203451975,0.7192720093187832
125,0.02,0.03627493728627507,0.06657249372907961,0.0663491489089246,0.49994413645308095,0.34573836896541343,0.0002741017812945701,27.065291631789435,0.7176275655982041
126,0.02,0.03633651611057547,0.06658023077804241,0.06599183137236285,0.48986733206967004,0.3454507015137922,0.008967436128706669,27.071461405072892,0.7217518353746051
127,0.02,0.036424159518739896,0.06673750390384772,0.06393221388242395,0.4721845117677456,0.34478397197894517,0.021207672158906087,27.045895724069503,0.7228593441347281
128,0.02,0.03638766548730016,0.06673811781027529,0.06446007831778984,0.4803074616595036,0.3451763255353972,0.01620190368283771,27.0013834521884,0.7191009963197368
129,0.02,0.036311247392836275,0.06642298204053891,0.06478044779069378,0.49975765636077474,0.34438855268985685,0.0004430994767861508,27.04551706995283,0.7195903595004763
130,0.02,0.03632307167384782,0.06647020731225538,0.06380487490590399,0.49973741235379177,0.3441010856697304,0.00030078309742823627,26.876050824210758,0.7224505446141675
131,0.02,0.0361986172865904,0.06633100225001011,0.06226611558184789,0.49721161335924247,0.34259991618802366,0.0023238203749003272,26.903368143808272,0.7249355129897594
132,0.02,0.0362719432983339,0.06671508481225266,0.0634019650845197,0.4888071794971516,0.34460940808420343,0.009538196500278106,27.04270457086109,0.7230732506584554
133,0.02,0.036192648277058294,0.06617367822040153,0.06300846838059217,0.4990176412972583,0.34237194840780427,0.0013027699420764933,27.068626505987986,0.7205501088783854
134,0.02,0.03619782376916594,0.06645286828052896,0.06351516061120298,0.49332704840549735,0.34363341790118646,0.005622173149584523,27.06131890841893,0.7232044667360329
135,0.02,0.036212367167664634,0.06640635939924514,0.061038526957922605,0.49963251963584093,0.34234971883922016,0.0004190509903631026,26.933906487056188,0.7236551424222333
136,0.02,0.036213950711753394,0.06627967870123504,0.06389690706973165,0.49990152725338066,0.3432791490116839,0.00028536852103597265,26.90307601292928,0.7198911793529987
137,0.02,0.03634817843663069,0.06633436686298164,0.06377980839733007,0.4999538554182308,0.34357462642111625,0.0002550827473569282,27.058412461053756,0.7204626725897902
138,0.02,0.03617326301520287,0.06602249886736346,0.05978745150259739,0.49983585051231433,0.34015370058824834,0.0003775762065997519,26.975398835681734,0.7259086499966326
139,0.02,0.03626576781843918,0.06635563055941622,0.06021772901960388,0.467472493464134,0.3411466045862567,0.026354949658248975,27.122071322940645,0.7237847850081467
140,0.02,0.036226515188006514,0.06606857298982133,0.06594031838215253,0.4921999673405549,0.3433149650946731,0.005816819480288003,26.996476389112928,0.7221807551880678
141,0.02,0.03609908372730271,0.06600565256079582,0.06104743741724613,0.4984577284234184,0.3406145678166925,0.0013934217102696338,27.022237948008947,0.7238529413228943
142,0.02,0.03619828147455651,0.0662802845883181,0.06068775541355285,0.4972439922002618,0.3416081755773284,0.002392389424524563,27.121356203442527,0.7202073074877262
143,0.02,0.036158309346450146,0.066215011393742,0.061255640010383444,0.49804441222961804,0.3416070624225186,0.0013957401272546785,27.07562717937288,0.7243520491534755
144,0.02,0.036110842438446415,0.0659672629729439,0.05965100909263766,0.49919805418328356,0.339789358713186,0.0008200175540862772,27.139634756814864,0.7240089871698902
145,0.02,0.036148784427230594,0.06607971374747636,0.05863875486727106,0.4887286570566704,0.3395615902858494,0.009263366293090233,26.860881510235014,0.7250317957784448
146,0.02,0.036106392613174776,0.06592029456781119,0.05894705298789516,0.4923955441119462,0.33910900781298203,0.005685042789735018,26.891683907735917,0.7237292622171697
147,0.02,0.03615577725825011,0.06634307876025347,0.05854086688699296,0.494617605887222,0.34069087757862687,0.004405856222846039,27.11063792592003,0.7237419335260278
148,0.02,0.03624406018704539,0.06663422892493288,0.058557586540488434,0.4968754895702186,0.3419972784418404,0.002408331635133281,27.0816547870636,0.7226043632697492
149,0.02,0.03608959123895587,0.06601762275014372,0.05688890632822058,0.49971154585952016,0.33859876594948074,0.0002987131889963465,26.93904177347819,0.7269242852926254
150,0.02,0.0360922979354097,0.06591841424622748,0.057750847165692606,0.4985389979035025,0.3386121576520503,0.001222565489493771,27.10605724652608,0.7245966557945523
151,0.02,0.03619555101918007,0.06605561673097367,0.05616153415446589,0.4873982660989039,0.3382467487351085,0.009763580571316662,27.032941840943835,0.7239650592562699
152,0.02,0.03609896066582732,0.06594670929044141,0.0562643232753097,0.4981761575153057,0.33798148123198474,0.0015228326000310617,27.05758203778948,0.7229610560905366
153,0.02,0.03617898320865312,0.06596307258559006,0.05641098314592583,0.4998561632241646,0.33823388736976034,0.00022957238528442425,27.084525448935374,0.7231692277959415
154,0.02,0.03606332873091682,0.06567576611210613,0.0543359543996752,0.49428537446799303,0.33582007822437876,0.004844882481157471,27.05585089183989,0.7219565544454825
155,0.02,0.03603944943995734,0.06574213194916899,0.05720233986802272,0.4999153815626808,0.33760745400096087,0.00022969018965471652,27.024640946161178,0.7182081861510163
156,0.02,0.03608896559185899,0.06573046413488197,0.056131667990029006,0.49991910728804967,0.3370750378409441,0.0002299218862713343,27.01077609970456,0.7187535321073872
157,0.02,0.0360310674280182,0.06604507146119945,0.05399908744922664,0.4998786996533401,0.33720847134933857,0.00026716728592908955,27.116202184132167,0.7221647568401837
158,0.02,0.03620469429781729,0.0660970604393876,0.05519444730422865,0.44842842945159433,0.3371587281235451,0.03775510923691103,27.081193435759772,0.7257427232606071
159,0.02,0.036148353121775924,0.06607261910601779,0.05470485624759809,0.48573635947276494,0.3375059855408477,0.009918039193317558,26.928225290207635,0.7211027351163682
160,0.02,0.03617410119758905,0.06599749348788021,0.05560257238700732,0.4912937721588769,0.33779123707373065,0.006140697521560201,27.08267048427037,0.7228714931933653
161,0.02,0.035951014808685025,0.06572802026570297,0.054897923437185095,0.49949254146312566,0.33630190932910226,0.000360923194662252,26.975440343221027,0.721544912528424
162,0.02,0.03674132029532733,0.06723522346176733,0.05632307199611716,0.4997769753718318,0.3438392899150976,0.00024270948838608832,26.9508113520486,0.7233488316692057
163,0.02,0.036165111693678254,0.06624659599618501,0.0530882812175365,0.4997851912775179,0.3376913390092896,0.0002504796986941162,27.07435094742548,0.723065085709095
164,0.02,0.03598102577338834,0.06584706593196105,0.0526907145240573,0.4999159691977675,0.33571296638453385,0.00024007179548559142,27.105502911976405,0.723460949779976
165,0.02,0.03599146105589259,0.06595261971559149,0.052389280274601026,0.49453398181293207,0.3358872599917897,0.005668627462301538,27.186869496390933,0.7250339805725075
166,0.02,0.03601074329103794,0.06594825056018964,0.052799935953424214,0.49241871301451845,0.33605208716507085,0.005751728157575442,27.090864885421027,0.7212479628977322
167,0.02,0.03596540996374295,0.06565935642191112,0.0528942307144621,0.4939221699796889,0.3349283948141873,0.00492744278997063,26.918634426026117,0.7263091458451181
168,0.02,0.03612488957457335,0.06598678322048934,0.053867371646356556,0.4856170615444182,0.3367180490725812,0.01052063942830133,26.492862247285387,0.7261777181355726
169,0.02,0.03601329862604647,0.06554989550101804,0.05365240441095945,0.4998179851077189,0.33503544210046166,0.0001934736050307281,27.163433642614457,0.7184534622799783
170,0.02,0.03597001787479015,0.06559734413719798,0.051841206329709275,0.49986902742200234,0.33427737746614317,0.0001708094455208856,26.994736671447754,0.7237081215495155
171,0.02,0.035979290844061367,0.06555343945533346,0.051462668717052525,0.4999044333423721,0.3339224717242149,0.0001969463067164165,27.152873913447063,0.7262152011195818
172,0.02,0.03598129950404856,0.06582972613432946,0.0512711057833729,0.47446067668137837,0.33442497088906975,0.02090426360110406,27.025947536740983,0.7270898151965368
173,0.02,0.03606487874965888,0.06589600256725765,0.0548518212929078,0.49547945184139147,0.33698438830818717,0.003154107273700112,27.175095013209752,0.7197798953524658
174,0.02,0.03599936984832922,0.0655456592975787,0.050632861329564356,0.4982067993898715,0.33346257422237213,0.0015268235292928373,27.14098945118132,0.7215857589173884
175,0.02,0.036001208575936416,0.06591053096659101,0.0504954602748355,0.49963974949072165,0.3348838580169527,0.00026476688277650624,26.972868976138887,0.7230631709098816
176,0.02,0.035968982000493074,0.06575445845097738,0.0501119543496891,0.4825514560138213,0.33369382204365555,0.013072256250388221,27.043149959473382,0.7248098800579706
177,0.02,0.03599338388578046,0.06568037282727622,0.05109188920612064,0.48961864419082074,0.3340531914084787,0.007733231213127833,27.09703516960144,0.7231456782846224
178,0.02,0.035907036556869096,0.06553585470796827,0.050808060866692206,0.4955660646029016,0.333365806154091,0.003622808931258036,26.991668723878405,0.7202339243321192
179,0.02,0.03596519113692779,0.06571256379605953,0.05041803856133291,0.49955597940442625,0.3340155851558177,0.00042951666448920185,27.138673770995368,0.7233728079923561
180,0.02,0.03598760992148098,0.06579295095054029,0.048567321725923866,0.4979013741886529,0.33340110202430956,0.0019565356036799976,27.131506125132244,0.7245996984697524
